system,timetable,policy,subset_rank,kn_rank,mean_H_subset,mean_H_final,mean_H_eval,std_H_eval,min_H_eval,max_H_eval,final_eval_reps,selected_by_kn,daily_qik_json,weekly_qik_json
1611,R1,R1_cand_1611,7,1,0.9567070112199723,0.0023932239058074836,0.9262471118995295,0.06212798396077467,0.8450170658368327,0.9843816715765824,5,False,"[[0, 2, 0, 1, 2, 1, 2, 2], [0, 2, 0, 1, 2, 1, 2, 2]]","[[0, 2, 0, 1, 2, 1, 2, 2, 0, 2, 0, 1, 2, 1, 2, 2, 0, 2, 0, 1, 2, 1, 2, 2, 0, 2, 0, 1, 2, 1, 2, 2, 0, 2, 0, 1, 2, 1, 2, 2], [0, 2, 0, 1, 2, 1, 2, 2, 0, 2, 0, 1, 2, 1, 2, 2, 0, 2, 0, 1, 2, 1, 2, 2, 0, 2, 0, 1, 2, 1, 2, 2, 0, 2, 0, 1, 2, 1, 2, 2]]"
1610,R1,R1_cand_1610,3,9,0.9516723756436716,0.9512872016975404,0.9317697444357759,0.06283740972774697,0.8522793846435448,1.0009867465893563,5,True,"[[0, 2, 0, 1, 2, 1, 2, 1], [0, 2, 0, 1, 2, 1, 2, 1]]","[[0, 2, 0, 1, 2, 1, 2, 1, 0, 2, 0, 1, 2, 1, 2, 1, 0, 2, 0, 1, 2, 1, 2, 1, 0, 2, 0, 1, 2, 1, 2, 1, 0, 2, 0, 1, 2, 1, 2, 1], [0, 2, 0, 1, 2, 1, 2, 1, 0, 2, 0, 1, 2, 1, 2, 1, 0, 2, 0, 1, 2, 1, 2, 1, 0, 2, 0, 1, 2, 1, 2, 1, 0, 2, 0, 1, 2, 1, 2, 1]]"
1771,R1,R1_cand_1771,5,10,0.9547520001513754,0.9591158282008114,0.9502901768285644,0.04254311289176064,0.8955094057022227,0.9966208828960673,5,False,"[[0, 2, 1, 0, 2, 1, 2, 0], [0, 2, 1, 0, 2, 1, 2, 0]]","[[0, 2, 1, 0, 2, 1, 2, 0, 0, 2, 1, 0, 2, 1, 2, 0, 0, 2, 1, 0, 2, 1, 2, 0, 0, 2, 1, 0, 2, 1, 2, 0, 0, 2, 1, 0, 2, 1, 2, 0], [0, 2, 1, 0, 2, 1, 2, 0, 0, 2, 1, 0, 2, 1, 2, 0, 0, 2, 1, 0, 2, 1, 2, 0, 0, 2, 1, 0, 2, 1, 2, 0, 0, 2, 1, 0, 2, 1, 2, 0]]"
1687,R1,R1_cand_1687,4,5,0.9523200535477947,0.07334219842757872,0.9576114732035773,0.043054142503928576,0.9022098882694682,1.000370807156964,5,False,"[[0, 2, 0, 2, 2, 1, 1, 0], [0, 2, 0, 2, 2, 1, 1, 0]]","[[0, 2, 0, 2, 2, 1, 1, 0, 0, 2, 0, 2, 2, 1, 1, 0, 0, 2, 0, 2, 2, 1, 1, 0, 0, 2, 0, 2, 2, 1, 1, 0, 0, 2, 0, 2, 2, 1, 1, 0], [0, 2, 0, 2, 2, 1, 1, 0, 0, 2, 0, 2, 2, 1, 1, 0, 0, 2, 0, 2, 2, 1, 1, 0, 0, 2, 0, 2, 2, 1, 1, 0, 0, 2, 0, 2, 2, 1, 1, 0]]"
1780,R1,R1_cand_1780,2,8,0.9464753142325548,0.18244707492585127,0.9599781385189623,0.02733962337415328,0.9185345971278143,0.992491087412995,5,False,"[[0, 2, 1, 0, 2, 2, 2, 0], [0, 2, 1, 0, 2, 2, 2, 0]]","[[0, 2, 1, 0, 2, 2, 2, 0, 0, 2, 1, 0, 2, 2, 2, 0, 0, 2, 1, 0, 2, 2, 2, 0, 0, 2, 1, 0, 2, 2, 2, 0, 0, 2, 1, 0, 2, 2, 2, 0], [0, 2, 1, 0, 2, 2, 2, 0, 0, 2, 1, 0, 2, 2, 2, 0, 0, 2, 1, 0, 2, 2, 2, 0, 0, 2, 1, 0, 2, 2, 2, 0, 0, 2, 1, 0, 2, 2, 2, 0]]"
1690,R1,R1_cand_1690,8,7,0.9577779620210304,0.11857155077452411,0.9844958129698099,0.030649194662053424,0.9542587784287948,1.0347732634768514,5,False,"[[0, 2, 0, 2, 2, 1, 2, 0], [0, 2, 0, 2, 2, 1, 2, 0]]","[[0, 2, 0, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 2, 0], [0, 2, 0, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 2, 0]]"
3885,R1,R1_cand_3885,1,4,0.9457234221273376,0.010164876645318201,1.0016669907123545,0.07789367549173161,0.9263035894013818,1.086810499982032,5,False,"[[1, 2, 0, 2, 2, 2, 1, 2], [1, 2, 0, 2, 2, 2, 1, 2]]","[[1, 2, 0, 2, 2, 2, 1, 2, 1, 2, 0, 2, 2, 2, 1, 2, 1, 2, 0, 2, 2, 2, 1, 2, 1, 2, 0, 2, 2, 2, 1, 2, 1, 2, 0, 2, 2, 2, 1, 2], [1, 2, 0, 2, 2, 2, 1, 2, 1, 2, 0, 2, 2, 2, 1, 2, 1, 2, 0, 2, 2, 2, 1, 2, 1, 2, 0, 2, 2, 2, 1, 2, 1, 2, 0, 2, 2, 2, 1, 2]]"
3391,R1,R1_cand_3391,6,3,0.9560680485874059,0.004981543024913481,1.0379096811869757,0.06633096557205954,0.9544317159456372,1.0911745252635154,5,False,"[[1, 1, 1, 2, 2, 1, 2, 0], [1, 1, 1, 2, 2, 1, 2, 0]]","[[1, 1, 1, 2, 2, 1, 2, 0, 1, 1, 1, 2, 2, 1, 2, 0, 1, 1, 1, 2, 2, 1, 2, 0, 1, 1, 1, 2, 2, 1, 2, 0, 1, 1, 1, 2, 2, 1, 2, 0], [1, 1, 1, 2, 2, 1, 2, 0, 1, 1, 1, 2, 2, 1, 2, 0, 1, 1, 1, 2, 2, 1, 2, 0, 1, 1, 1, 2, 2, 1, 2, 0, 1, 1, 1, 2, 2, 1, 2, 0]]"
6371,R1,R1_cand_6371,9,2,0.9583029856881674,0.00442324709254869,1.0598622778014235,0.07999071403668324,0.9830027183136711,1.160040309625334,5,False,"[[2, 2, 2, 0, 1, 2, 2, 1], [2, 2, 2, 0, 1, 2, 2, 1]]","[[2, 2, 2, 0, 1, 2, 2, 1, 2, 2, 2, 0, 1, 2, 2, 1, 2, 2, 2, 0, 1, 2, 2, 1, 2, 2, 2, 0, 1, 2, 2, 1, 2, 2, 2, 0, 1, 2, 2, 1], [2, 2, 2, 0, 1, 2, 2, 1, 2, 2, 2, 0, 1, 2, 2, 1, 2, 2, 2, 0, 1, 2, 2, 1, 2, 2, 2, 0, 1, 2, 2, 1, 2, 2, 2, 0, 1, 2, 2, 1]]"
6372,R1,R1_cand_6372,10,6,0.9583029856881674,0.09777859157910043,1.0606498167210319,0.07918107568330902,0.9830027183136711,1.160040309625334,5,False,"[[2, 2, 2, 0, 1, 2, 2, 2], [2, 2, 2, 0, 1, 2, 2, 2]]","[[2, 2, 2, 0, 1, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 2], [2, 2, 2, 0, 1, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 2]]"
