system,timetable,policy,subset_rank,kn_rank,mean_H_subset,mean_H_final,mean_H_eval,std_H_eval,min_H_eval,max_H_eval,mean_Z1_eval,mean_Z2_eval,mean_Z3_eval,final_eval_reps,selected_by_kn,daily_qik_json,weekly_qik_json
1611,R1,R1_f84c2d17_SubsetKN,7,6,0.9567070112199723,0.05769115923077932,0.949243458596616,0.11064124234776536,0.791398164801276,1.7528362188734596,9.036086215931345,4.445162996047517,4.0,100,False,"[[0,2,0,1,2,1,2,2],[0,2,0,1,2,1,2,2]]","[[0,2,0,1,2,1,2,2,0,2,0,1,2,1,2,2,0,2,0,1,2,1,2,2,0,2,0,1,2,1,2,2,0,2,0,1,2,1,2,2],[0,2,0,1,2,1,2,2,0,2,0,1,2,1,2,2,0,2,0,1,2,1,2,2,0,2,0,1,2,1,2,2,0,2,0,1,2,1,2,2]]"
1610,R1,R1_c5d534fd_SubsetKN,3,9,0.9516723756436716,0.9517424775764708,0.9519469309885146,0.11096781695950411,0.791398164801276,1.7257697657226796,9.102480709273504,4.42367216165817,4.03,100,True,"[[0,2,0,1,2,1,2,1],[0,2,0,1,2,1,2,1]]","[[0,2,0,1,2,1,2,1,0,2,0,1,2,1,2,1,0,2,0,1,2,1,2,1,0,2,0,1,2,1,2,1,0,2,0,1,2,1,2,1],[0,2,0,1,2,1,2,1,0,2,0,1,2,1,2,1,0,2,0,1,2,1,2,1,0,2,0,1,2,1,2,1,0,2,0,1,2,1,2,1]]"
1771,R1,R1_a837d498_SubsetKN,5,10,0.9547520001513754,0.9605965975449479,0.9605303816361526,0.03962378567965121,0.8721114861114441,1.1404419733309574,5.1566167688629925,4.37539313593503,5.0,100,False,"[[0,2,1,0,2,1,2,0],[0,2,1,0,2,1,2,0]]","[[0,2,1,0,2,1,2,0,0,2,1,0,2,1,2,0,0,2,1,0,2,1,2,0,0,2,1,0,2,1,2,0,0,2,1,0,2,1,2,0],[0,2,1,0,2,1,2,0,0,2,1,0,2,1,2,0,0,2,1,0,2,1,2,0,0,2,1,0,2,1,2,0,0,2,1,0,2,1,2,0]]"
1780,R1,R1_19970236_SubsetKN,2,8,0.9464753142325548,0.3900255484258469,0.9671134181443339,0.05401472832578851,0.8358660436747842,1.1779707845168912,5.184996145531638,4.375079473536775,5.06,100,False,"[[0,2,1,0,2,2,2,0],[0,2,1,0,2,2,2,0]]","[[0,2,1,0,2,2,2,0,0,2,1,0,2,2,2,0,0,2,1,0,2,2,2,0,0,2,1,0,2,2,2,0,0,2,1,0,2,2,2,0],[0,2,1,0,2,2,2,0,0,2,1,0,2,2,2,0,0,2,1,0,2,2,2,0,0,2,1,0,2,2,2,0,0,2,1,0,2,2,2,0]]"
1687,R1,R1_05ddbae0_SubsetKN,4,5,0.9523200535477947,0.030919773342622227,0.9674576825750243,0.047962282171016606,0.8793125005998778,1.1865006435584209,5.299419236419844,4.398733736718204,5.02,100,False,"[[0,2,0,2,2,1,1,0],[0,2,0,2,2,1,1,0]]","[[0,2,0,2,2,1,1,0,0,2,0,2,2,1,1,0,0,2,0,2,2,1,1,0,0,2,0,2,2,1,1,0,0,2,0,2,2,1,1,0],[0,2,0,2,2,1,1,0,0,2,0,2,2,1,1,0,0,2,0,2,2,1,1,0,0,2,0,2,2,1,1,0,0,2,0,2,2,1,1,0]]"
1690,R1,R1_effc06e5_SubsetKN,8,3,0.9577779620210304,0.025983479290781868,0.9702839783555665,0.03637074961071654,0.7826330301402911,1.0687124062713882,4.029291856799023,4.761775124944845,5.03,100,False,"[[0,2,0,2,2,1,2,0],[0,2,0,2,2,1,2,0]]","[[0,2,0,2,2,1,2,0,0,2,0,2,2,1,2,0,0,2,0,2,2,1,2,0,0,2,0,2,2,1,2,0,0,2,0,2,2,1,2,0],[0,2,0,2,2,1,2,0,0,2,0,2,2,1,2,0,0,2,0,2,2,1,2,0,0,2,0,2,2,1,2,0,0,2,0,2,2,1,2,0]]"
3885,R1,R1_8507b10e_SubsetKN,1,7,0.9457234221273376,0.19872300913830318,1.0233852888831472,0.06993135626891536,0.8802744238677206,1.2021060301835744,5.189222421538951,4.327345819555691,5.66,100,False,"[[1,2,0,2,2,2,1,2],[1,2,0,2,2,2,1,2]]","[[1,2,0,2,2,2,1,2,1,2,0,2,2,2,1,2,1,2,0,2,2,2,1,2,1,2,0,2,2,2,1,2,1,2,0,2,2,2,1,2],[1,2,0,2,2,2,1,2,1,2,0,2,2,2,1,2,1,2,0,2,2,2,1,2,1,2,0,2,2,2,1,2,1,2,0,2,2,2,1,2]]"
3391,R1,R1_1586e93c_SubsetKN,6,2,0.9560680485874059,0.0016066949205409188,1.0555724423714712,0.060128111755823895,0.9393776117022714,1.2156998940437915,3.959026607100989,4.959201974169911,5.74,100,False,"[[1,1,1,2,2,1,2,0],[1,1,1,2,2,1,2,0]]","[[1,1,1,2,2,1,2,0,1,1,1,2,2,1,2,0,1,1,1,2,2,1,2,0,1,1,1,2,2,1,2,0,1,1,1,2,2,1,2,0],[1,1,1,2,2,1,2,0,1,1,1,2,2,1,2,0,1,1,1,2,2,1,2,0,1,1,1,2,2,1,2,0,1,1,1,2,2,1,2,0]]"
6372,R1,R1_a01314df_SubsetKN,10,4,0.9583029856881674,0.028346381401230535,1.0961464567438945,0.09692198306943822,0.8771442480362492,1.392447409537387,3.201507182707586,4.394284142502008,6.76,100,False,"[[2,2,2,0,1,2,2,2],[2,2,2,0,1,2,2,2]]","[[2,2,2,0,1,2,2,2,2,2,2,0,1,2,2,2,2,2,2,0,1,2,2,2,2,2,2,0,1,2,2,2,2,2,2,0,1,2,2,2],[2,2,2,0,1,2,2,2,2,2,2,0,1,2,2,2,2,2,2,0,1,2,2,2,2,2,2,0,1,2,2,2,2,2,2,0,1,2,2,2]]"
6371,R1,R1_1188c5e3_SubsetKN,9,1,0.9583029856881674,0.001516316955962731,1.0985364207209765,0.09374702493853326,0.8771442480362492,1.392447409537387,3.209541541864003,4.397006631727204,6.78,100,False,"[[2,2,2,0,1,2,2,1],[2,2,2,0,1,2,2,1]]","[[2,2,2,0,1,2,2,1,2,2,2,0,1,2,2,1,2,2,2,0,1,2,2,1,2,2,2,0,1,2,2,1,2,2,2,0,1,2,2,1],[2,2,2,0,1,2,2,1,2,2,2,0,1,2,2,1,2,2,2,0,1,2,2,1,2,2,2,0,1,2,2,1,2,2,2,0,1,2,2,1]]"
